wallet_address,vasp,blockchain,label_source,label_source_url,label_status,confidence
0xf27182c5568beafb967140286e25807250eacc4c,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x21236711e0668c231d29813becbe36fda27b240e,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xeba20d0f74ecc13130579d21bb53d63c96258652,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x40ebc1ac8d4fedd2e144b75fe9c0420be82750c6,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xc31e0545fe3de0ed4283e3213a5fc9e5006adc62,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xf0eefa46ee509eb8fab42f62917db8a93432e2ef,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xaf80e81ded234d229c0e60237f2d0c97ca315178,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x90e63c3d53e0ea496845b7a03ec7548b70014a91,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x0e50f766368ee5cd9286c1d29299766c471b8072,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x2ee1717f0e49481c72b814e5778815b9fe3d92d1,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x87a80a12dc5a565dcec4939ebdea1b81bc073658,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x7217f8a697713f6f7de06cfcd80b76a2cba375f0,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x1f7bc4da1a0c2e49d7ef542f74cd46a3fe592cb1,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x491f5512751f5db45c5415049d423affaae70392,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x8af3827a41c26c7f32c81e93bb66e837e0210d5c,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xf7cd385cb9a442358b892b14301f6310e57cc5c9,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xe84f75fc9caa49876d0ba18d309da4231d44e94d,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x90e8f9cd751f66029a203f865c01baec1ca86c73,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xaddb27092681351a19ceb737214cad46a30176e3,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x23d4df4631aa3ca30653d3c29c0eeef607b1d9fd,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x7db25dfaabc961808b482ea47dc6c26a3cbd5589,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x4eb9548132c1bcb02fbdddde5d946d558864f76d,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xe62240a57f0efbf549e278e8058f632af3ea5206,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xdb3c617cdd2fbf0bb4309c325f47678e37f096d9,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x8c2dd8cbad62b5ced00855c6291744f0216ac58c,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xa0dfe02e17b6f82c10bc04fdfc0dec8e8e53b309,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xd8f8a53945bcfbbc19da162aa405e662ef71c40d,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x10eff6869391417bf83770e6245d298ed58ded02,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xec6a3cec61159701a017174d2c0236706f91c94f,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x904383ea20adb9b590360341925c0ea724c8a57f,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xcd9f1f99bd51ed5a35c9342fbbc96bd6f17f0891,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
